[0.18000000715255737,0.26635977625846863],
[0.2199999988079071,0.24633941054344177],
[0.25999999046325684,0.2821333408355713],
[0.25,0.27613699436187744],
[0.27000001072883606,0.2568391263484955],
[0.3400000035762787,0.343778520822525],
[0.2800000011920929,0.30114632844924927],
[-0.09000000357627869,0.27816489338874817],
[0.28999999165534973,0.2778695821762085],
[0.3100000023841858,0.2456948608160019],
[0.3799999952316284,0.2854602634906769],
[0.3400000035762787,0.2273712456226349],
[0.3100000023841858,0.3037552237510681],
[0.36000001430511475,0.33775800466537476],
[-0.05000000074505806,0.3108431100845337],
[0.3100000023841858,0.2372487336397171],
[0.27000001072883606,0.2660641670227051],
[0.2800000011920929,0.2652435898780823],
[0.3100000023841858,0.2838939428329468],
[0.33000001311302185,0.34601375460624695],
[0.3700000047683716,0.3299584686756134],
[0.3700000047683716,0.2983892560005188],
[0.27000001072883606,0.2768186032772064],
[0.3199999928474426,0.2870202362537384],
[0.23000000417232513,0.24674880504608154],
[0.28999999165534973,0.27894285321235657],
[0.25,0.28879573941230774],
[0.3499999940395355,0.3733806312084198],
[0.27000001072883606,0.27021101117134094],
[0.2800000011920929,0.24632993340492249],
[0.3400000035762787,0.27419722080230713],
[0.36000001430511475,0.33149197697639465],
[0.3199999928474426,0.29214420914649963],
[-0.09000000357627869,0.2972983419895172],
[0.3700000047683716,0.27729180455207825],
[0.30000001192092896,0.33845430612564087],
[0.2800000011920929,0.3221963942050934],
[0.09000000357627869,0.186637282371521],
[0.3100000023841858,0.29996463656425476],
[0.25,0.24506118893623352],
[0.15000000596046448,0.23565775156021118],
[0.25999999046325684,0.25735607743263245],
[0.38999998569488525,0.3250637948513031],
[0.33000001311302185,0.34040069580078125],
[0.28999999165534973,0.2618107795715332],
[0.1599999964237213,0.2919138967990875],
[0.23999999463558197,0.2200067937374115],
[0.1599999964237213,0.2837904095649719],
[0.23999999463558197,0.25999847054481506],
[0.30000001192092896,0.2887917757034302],
[0.30000001192092896,0.2874799966812134],
[0.3199999928474426,0.29775166511535645],
[0.33000001311302185,0.3047512173652649],
[0.3400000035762787,0.3249060809612274],
[0.27000001072883606,0.25593748688697815],
[0.23000000417232513,0.2558667063713074],
[0.12999999523162842,0.2562437057495117],
[0.38999998569488525,0.4007028341293335],
[0.20000000298023224,0.2784084975719452],
[0.4399999976158142,0.35896527767181396],
[0.25999999046325684,0.30396395921707153],
[0.1899999976158142,0.19356541335582733],
[0.25999999046325684,0.2736378014087677],
