mp-4756,-0.0646028146147728,-0.03626406192779541
mp-997036,-0.9102069735527039,-0.8952857255935669
mp-998919,-0.22491607069969177,-0.27693188190460205
mvc-16790,-1.9528720378875732,-2.070570945739746
mp-29542,-1.7030699253082275,-1.6603178977966309
mp-28748,-1.1576133966445923,-1.1647529602050781
mp-938,-0.09497998654842377,-0.05074763298034668
mp-698357,0.00862377043813467,-0.0860222578048706
mp-569883,-0.4890798032283783,-0.5163580179214478
mp-779739,-2.5453689098358154,-2.5448148250579834
mp-756590,-2.0950570106506348,-2.101231575012207
mp-755748,-2.9557437896728516,-2.9256019592285156
mp-865928,-0.7383659482002258,-0.7642234563827515
mp-676040,-0.5873924493789673,-0.6906567811965942
mvc-8395,-1.394273042678833,-2.04982590675354
mp-675778,-4.142268657684326,-4.151854038238525
mp-570026,-0.6449723839759827,-0.5907460451126099
mp-673656,-1.8365334272384644,-1.8263394832611084
mp-2948,-1.7400380373001099,-1.5970324277877808
mp-27168,-1.2997859716415405,-1.3110897541046143
mp-20357,-1.018723487854004,-0.9981754422187805
mp-772152,-1.6364672183990479,-1.6009552478790283
mp-773884,-1.578216791152954,-1.596704125404358
mp-755293,-1.673727035522461,-1.673947811126709
mp-780113,-2.207071542739868,-2.457827091217041
mvc-9057,-1.7881553173065186,-1.8844791650772095
mvc-2967,-1.808003306388855,-2.0718111991882324
mp-305,-0.4211421012878418,-0.3775399923324585
mp-25304,-1.828809142112732,-1.888770341873169
mp-999294,0.362211138010025,0.3376922607421875
mp-540011,-2.4344887733459473,-2.4612045288085938
mp-541614,-2.0980160236358643,-2.117014169692993
mp-1007637,-0.21044795215129852,-0.2447338104248047
mp-18504,-0.7804322838783264,-0.7958669066429138
mp-768281,-3.0230395793914795,-3.074573278427124
mp-1016931,-1.6862940788269043,-1.6563163995742798
mp-557723,-3.0030527114868164,-3.2308542728424072
mp-770543,-1.9638698101043701,-1.9604252576828003
mp-624691,-1.7397725582122803,-1.746622920036316
mp-780467,-2.7518911361694336,-2.771595001220703
mp-684011,-1.2525612115859985,-1.2836525440216064
mp-752557,-2.8621628284454346,-2.835350513458252
mp-1030284,-0.5455521941184998,-0.5023012161254883
mp-995201,-0.8217854499816895,-0.79792320728302
mp-5353,-0.5189874172210693,-0.515927791595459
mp-542627,-0.5883753895759583,-0.6526206731796265
mp-23819,-2.098034620285034,-2.0906121730804443
mp-759293,-2.152080535888672,-2.6544032096862793
mp-1252222,-1.0441887378692627,-1.1889071464538574
mp-11437,-0.5548005700111389,-0.5744744539260864
mp-567451,-0.5742204785346985,-0.6462734937667847
mp-568230,-1.9990688562393188,-2.0401971340179443
mp-776547,-2.233314275741577,-2.395230293273926
mp-754858,-1.039459228515625,-1.0991990566253662
mp-667368,-3.265932321548462,-3.2599496841430664
mp-30892,-0.9132761359214783,-0.884225606918335
mp-770608,-1.7538920640945435,-2.012216091156006
mp-510011,-1.4134752750396729,-1.3565409183502197
mvc-853,-2.1169912815093994,-2.4384379386901855
mp-504354,-2.578214406967163,-2.5516579151153564
mp-7824,-2.791128635406494,-2.8780922889709473
mp-686040,-3.550022840499878,-3.5639126300811768
mvc-9147,-1.7489310503005981,-2.0334184169769287
mp-643001,-0.3467979431152344,-0.40250062942504883
mp-1053,-0.3141920566558838,-0.2956657409667969
mp-772590,-2.5467278957366943,-2.5483896732330322
mp-756919,-2.4673964977264404,-2.4251465797424316
mp-561536,-2.763777732849121,-2.751340866088867
mp-769263,-2.9434080123901367,-3.000917911529541
mp-142,0.0,-0.12939751148223877
mp-22788,-0.9707735776901245,-0.9067818522453308
mp-781494,-2.3225150108337402,-2.327937602996826
mp-24534,-1.7504786252975464,-1.8062232732772827
mp-980066,-0.7755051851272583,-0.7656506299972534
mp-695979,-0.8893554210662842,-1.0507690906524658
mp-758658,-3.434506893157959,-3.4484143257141113
mp-644442,-0.9611909985542297,-1.2906204462051392
mp-17693,-2.817986011505127,-2.81748104095459
mp-706543,-2.321136474609375,-2.3299694061279297
mp-558933,-2.1133532524108887,-2.144801378250122
mp-754530,-2.834775686264038,-2.856489658355713
mp-1263960,-2.977367877960205,-3.0917696952819824
mp-757074,-1.666006326675415,-1.6176056861877441
mp-1028528,-0.6135620474815369,-0.504871129989624
mp-24171,-2.2372217178344727,-2.2387535572052
mp-27949,-0.5924690961837769,-0.4437907934188843
mp-755400,-2.182668924331665,-2.203805923461914
mp-21940,-2.7774524688720703,-2.7791147232055664
mp-2465,-1.0074591636657715,-0.96283358335495
mp-23137,-2.8217039108276367,-2.7982077598571777
mp-23637,-2.0140395164489746,-2.042715072631836
mp-11737,-2.681886672973633,-2.679027557373047
mp-30603,-0.11645302921533585,-0.09347999095916748
mp-559642,-3.4564356803894043,-3.41801118850708
mp-780181,-1.6639984846115112,-1.6542843580245972
mp-680057,-0.45418688654899597,-0.4188694953918457
mp-975726,-0.506173312664032,-0.5251538753509521
mp-650178,-1.0177017450332642,-0.9115545153617859
mp-863111,-2.394209146499634,-2.393620014190674
mp-974982,0.10098034143447876,0.07387447357177734
mp-756192,-2.5321083068847656,-2.5136606693267822
mp-29443,-0.06146274879574776,-0.039493560791015625
mp-767606,-2.7440874576568604,-2.7578091621398926
mvc-7688,-1.9534797668457031,-2.356590747833252
mp-2807,-1.4896767139434814,-1.486305594444275
mp-998160,-2.0659780502319336,-2.2115962505340576
mp-755199,-2.1666667461395264,-2.131837844848633
mp-30975,-2.2780089378356934,-2.230696201324463
mp-755983,-2.0421760082244873,-2.3049635887145996
mp-753412,-2.610077381134033,-2.627474308013916
mp-760241,-2.043462038040161,-2.1061229705810547
mp-555143,-3.122922897338867,-3.0936367511749268
mp-13452,-0.5083752870559692,-0.5479670763015747
mp-677680,-2.4536564350128174,-2.459998607635498
mp-774364,-1.800086498260498,-2.4797887802124023
mp-759033,-2.4436769485473633,-2.5609471797943115
mp-558200,-3.204702138900757,-3.2276530265808105
mp-631406,0.5815672874450684,0.6104133129119873
mp-542219,-3.694565534591675,-3.69507098197937
mp-18439,-0.9135266542434692,-0.8506218194961548
mp-752628,-3.053436279296875,-3.0444045066833496
mp-20230,-3.7655253410339355,-3.6825294494628906
mp-31036,-0.20320922136306763,-0.16517949104309082
mp-6822,-2.8703174591064453,-2.8678908348083496
mp-777670,-2.396505355834961,-2.3568577766418457
mvc-9931,-2.1503326892852783,-2.1414308547973633
mvc-12643,-1.1512922048568726,-2.075258493423462
mp-763259,-2.5593931674957275,-2.512662887573242
mp-975997,-0.24908284842967987,-0.17635226249694824
mp-776474,-2.7082579135894775,-2.715390682220459
mp-560732,-3.951082944869995,-3.9179952144622803
mp-776393,-2.431035280227661,-2.636596202850342
mp-569178,-1.3774752616882324,-1.3945672512054443
mp-752664,-2.384150505065918,-2.3896560668945312
mp-1020124,-3.217499256134033,-3.272463083267212
mp-770353,-2.0183799266815186,-2.191091537475586
mp-556564,-2.1936705112457275,-2.933471202850342
mp-5238,-0.908981442451477,-0.8567789793014526
mp-556468,-1.1316579580307007,-1.129171371459961
mp-752465,-3.216667890548706,-3.1897506713867188
mp-755404,-3.3722846508026123,-3.37349796295166
mp-677231,-3.417869806289673,-3.40507173538208
mp-675215,-3.0364339351654053,-3.1454195976257324
mp-865026,-0.5146843791007996,-0.466408371925354
mp-19122,-2.7371397018432617,-3.0914998054504395
mp-741,-3.890723943710327,-3.8612473011016846
mp-772047,-2.643419027328491,-2.5216376781463623
mp-867735,-3.1043953895568848,-3.052147388458252
mp-756623,-2.7806191444396973,-2.801584243774414
mp-581584,-3.20991849899292,-3.1867380142211914
mp-753377,-2.7917861938476562,-2.770416021347046
mp-540728,-1.739235520362854,-1.6935120820999146
mp-20114,-0.33811256289482117,-0.48778975009918213
mp-704535,-1.947500228881836,-1.8992440700531006
mp-569129,-0.2435779571533203,-0.21290218830108643
mp-631376,1.1259839534759521,0.4564056396484375
mp-684539,-2.4798896312713623,-2.4916982650756836
mp-554788,-1.719008445739746,-1.849719762802124
mp-1027150,-0.9354884624481201,-0.755062460899353
mp-1018668,-0.20614232122898102,-0.33034825325012207
mvc-2355,-3.1515860557556152,-3.283374786376953
mp-15844,-3.0716874599456787,-3.0606040954589844
mp-21410,-0.6091185212135315,-0.8162342309951782
mp-758246,-2.607830762863159,-2.6707077026367188
mp-768268,-1.3142437934875488,-1.3525997400283813
mp-680415,-0.6269535422325134,-0.7420875430107117
mp-19089,-2.715721607208252,-2.830056667327881
mp-755689,-3.528762102127075,-3.476656913757324
mp-21719,-0.6275075078010559,-0.5880155563354492
mp-669645,-0.4081777036190033,-0.4551241397857666
